,lemma_review,nltk_sentiment,sentiment
1360,"['flew', 'brussels', 'london', 'heathrow', 'a320', 'aircraft', 'three', 'quarter', 'full', 'boarding', 'smooth', 'left', 'arrived', 'slightly', 'early', 'sale', 'food', 'drink', 'went', 'well', 'appear', 'much', 'take', 'flight', 'le', 'hour', 'crew', 'good']",1,Positive
1361,"['flew', 'london', 'heathrow', 'sofia', 'back', 'plane', 'flight', 'airbus', '321', 'guess', 'young', 'one', 'judging', 'freshness', 'interior', '1', '82m', '6', 'foot', 'tall', 'found', 'leg', 'room', 'seat', 'width', 'fine', 'certainly', 'feel', 'cramped', 'even', 'centre', 'seat', 'flight', 'departed', 'gate', 'schedule', 'although', 'actual', 'take', 'outbound', 'flight', 'slightly', 'delayed', 'air', 'traffic', 'restriction', 'europe', 'cabin', 'crew', 'leg', 'pleasant', 'courteous', 'flight', 'captain', 'kept', 'u', 'well', 'informed', 'route', 'progress', 'far', 'top', 'mark', 'british', 'airway', 'let', 'shamble', 'refreshment', 'service', 'might', 'seem', 'like', 'minor', 'gripe', 'like', 'opportunity', 'get', 'something', 'eat', 'drink', 'flight', 'even', 'pay', 'legacy', 'airline', 'like', 'lufthansa', 'range', 'price', 'food', 'drink', 'offer', 'comparable', 'low', 'cost', 'airline', 'flown', 'comparison', 'end', 'whilst', 'always', 'served', 'quickly', 'sometimes', 'twice', 'short', 'haul', 'low', 'cost', 'airline', 'ba', 'service', 'slow', 'seems', 'run', 'stock', 'also', 'insist', 'card', 'transaction', 'misfortune', 'sitting', 'toward', 'rear', 'plane', 'leg', 'a321', 'long', 'plane', 'single', 'trolley', 'started', 'front', 'making', 'ponderous', 'progress', 'towards', 'even', 'though', 'flight', 'two', 'hour', 'forty', 'minute', 'long', 'managed', 'get', 'coffee', 'sandwich', 'slightly', 'harried', 'flight', 'attendant', 'returned', 'trolley', 'scuttling', 'galley', 'squeezing', 'past', 'long', 'queue', 'passenger', 'waiting', 'lavatory', 'coffee', 'way', 'excellent', 'return', 'flight', 'worse', 'trolley', 'made', 'two', 'third', 'aisle', 'getting', 'tantalisingly', 'close', 'abruptly', 'stopping', 'returning', 'galley', 'leaving', 'remaining', 'passenger', 'unserved', 'conclusion', 'clean', 'plane', 'punctual', 'service', 'pleasant', 'cabin', 'crew', 'awful', 'refreshment', 'service']",1,Positive
1362,"['heathrow', 'bilbao', 'boarding', 'flight', 'heathrow', 'good', 'flight', 'time', 'plane', 'clean', 'frequent', 'flyer', 'boarded', 'first', 'rest', 'soon', 'followed', 'service', 'similar', 'easy', 'jet', 'eurowings', 'flight', '3', 'crew', 'member', 'economy', 'passed', 'cabin', 'selling', 'sandwich', 'snack', 'coffee', 'flight', 'bilbao', 'delayed', 'late', 'incoming', 'aircraft', 'information', 'delay', 'little', 'slow', 'coming', 'gate', 'agent', 'however', 'crew', 'efficient', 'loading', 'flight', 'finally', 'landed', 'flight', 'crew', 'also', 'managed', 'shave', '15', 'minute', 'flight', 'time', 'however', 'service', 'onboard', 'similar', 'eurowings', 'flight', 'safe', 'competent', 'actual', 'flight', 'experience', 'lacking', 'future', 'consider', 'easyjet', 'similar', 'offer', 'level', 'service', 'le', 'money']",1,Positive
1363,"['kalamata', 'london', 'heathrow', 'priority', 'boarding', 'kalamata', 'drink', 'food', 'service', 'poorly', 'synchronised', 'pre', 'dinner', 'drink', 'nut', 'bread', 'served', 'main', 'course', 'lacto', 'ovo', 'vegetarian', 'special', 'included', 'tomato', 'mozzarella', 'starter', 'outbound', 'flight', 'despite', 'beetroot', 'carpaccio', 'dish', 'available', 'standard', 'menu', 'special', 'main', 'yet', 'bland', 'overcooked', 'pasta', 'dish', 'overall', 'pathetic', 'vegetarian', 'offering', 'cabin', 'crew', 'bare', 'minimum', 'club', 'europe', 'main', 'priority', 'seemed', 'selling', 'stuff', 'economy', '30', 'minute', 'landing', 'club', 'europe', 'toilet', 'grubby', 'flight', 'landed', 'schedule', 'long', 'wait', 'baggage', 't5']",1,Positive
1364,"['london', 'heathrow', 'krakow', 'one', 'world', 'emerald', 'member', 'aa', 'get', 'certain', 'perk', 'flying', 'british', 'airway', 'free', 'seat', 'selection', 'lounge', 'use', 'priority', 'boarding', 'make', 'airline', 'bearable', 'obsessed', 'carry', 'bag', 'much', 'like', 'ryanair', 'giving', 'silly', 'yellow', 'tag', 'carry', 'bag', 'checking', 'carry', 'size', 'sure', 'increase', 'bag', 'handling', 'cost', 'seat', 'better', 'anyone', 'else', 'pitch', 'tight', 'used', 'set', 'ba', 'apart', 'inflight', 'service', 'even', 'coach', 'sandwich', 'something', 'degraded', 'nothing', 'zero', 'even', 'soft', 'drink', 'charged', 'asked', 'water', 'offered', 'evian', '5', 'thanks', 'plain', 'water', 'ok', 'sir', 'come', 'back', 'serve', 'everyone', 'else', 'course', 'never', 'came', 'back', '2', '5', 'hour', 'flight', 'even', 'allowed', 'cup', 'water', 'ba', 'listed', '4', 'star', 'airline', 'aa', '3', 'star', 'yet', 'aa', 'better', 'inflight', 'service', 'ba', 'country', 'mile', 'ba', 'bottom', 'tier', 'airline', 'nothing', 'average', 'flier']",1,Positive
1365,"['london', 'heathrow', 'abuja', 'nigeria', 'british', 'airway', 'departed', 'time', 'paid', 'extra', 'legroom', 'seat', 'aisle', 'side', 'exit', 'door', '0t', 'bother', 'pocket', 'document', 'glass', 'etc', 'seat', 'narrow', 'can', 'not', 'move', 'seat', 'cushion', 'hard', 'old', 'cabin', 'crew', 'comment', 'extra', 'legroom', 'arent', 'lucky', 'comment', 'yes', 'paid', 'asked', 'lack', 'pocket', 'spec', 'passport', 'food', 'bland', 'arrived', 'time', 'departing', 'abuja', 'return', 'trip', 'aisle', 'seat', 'narrow', 'extremely', 'uncomfortable', 'old', 'aircraft', 'cost', 'cutting', 'squeeze', 'economy', 'drive', 'customer', 'away', 'comparable', 'airline', 'offer', 'much', 'number', 'particularly', 'dimension', 'toilet', 'reduced', 'hardly', 'fit', 'toilet', 'food', 'return', 'trip', 'called', 'breakfast', 'yellow', 'mass', 'called', 'omelette', 'sort', 'potato', 'fritter', 'cabin', 'crew', 'went', 'motion', 'seemed', 'hurry', 'get', 'service', 'finished', 'disappear', 'return', 'flight', 'time', 'punctuality', 'ba', 'saving', 'grace']",-1,Negative
1366,"['london', 'tokyo', 'haneda', 'boeing', '777', 'tatty', 'inside', 'cabin', 'item', 'seat', 'carpet', 'table', 'etc', 'worn', 'dirty', 'sticky', 'surface', 'hate', 'think', 'germ', 'stored', 'meal', 'standard', 'poor', 'compared', 'lufthansa', 'ana', 'flew', 'earlier', 'year', 'reflects', 'ba', 'move', 'budget', 'standard', 'airline', 'premium', 'price', 'cabin', 'staff', 'nice', 'even', 'can', 'not', 'make', 'poor', 'area', 'gotten', 'ba', 'time', 'remove', 'low', 'cost', 'airline', 'minded', 'ceo', 'surely', 'skytrax', 'must', 'downgrade', '3', 'star', 'best']",-1,Negative
1367,"['london', 'heathrow', 'hong', 'kong', 'really', 'mixed', 'experience', 'positive', 'side', 'cabin', 'crew', 'professional', 'polite', 'cockpit', 'announcement', 'informative', 'flight', 'time', 'ability', 'catch', 'delay', 'departure', 'due', 'tech', 'failure', 'term', 'hard', 'product', 'bit', 'disappointed', 'premium', 'economy', 'cabin', 'look', 'clean', 'smart', 'seat', 'pretty', 'hard', 'comfortable', 'long', 'night', 'flight', 'entertainment', 'screen', 'slow', 'respond', 'happened', 'another', 'a380', 'ba', 'mean', 'issue', 'hardware', 'food', 'decent', 'quality', 'presentation', 'least', 'pe', 'could', 'improved', 'luggage', 'delivery', 'pain', '75', 'minute', 'landing', 'delivery', 'bag', 'much', 'even', 'big', 'airplane']",1,Positive
1368,"['gatwick', 'alicante', 'yesterday', 'flight', 'grim', 'moment', 'arriving', 'boarding', 'gate', 'seeing', 'two', 'long', 'line', 'stag', 'hen', 'party', 'various', 'stage', 'drunkenness', 'really', 'company', 'feel', 'safe', 'confined', 'space', 'especially', 'young', 'baby', 'language', 'behaviour', 'became', 'even', 'threatening', 'drink', 'trolley', 'ploughed', 'aisle', 'especially', 'awful', 'confined', 'smallest', 'seating', 'area', 'possible', 'truly', 'horrible', 'disheartening', 'driven', 'hour', 'avoid', 'condition', 'lesser', 'aurlines', 'previously', 'lot', 'respect', 'british', 'airway', 'standard', 'thoroughly', 'destroyed']",-1,Negative
1369,"['flew', 'london', 'heathrow', 'kalamata', 'slow', 'boarding', 'new', 'ba', 'destination', 'greece', 'club', 'europe', 'seat', 'uncomfortable', '4', 'hour', 'flight', 'particularly', 'seat', 'front', 'inclined', 'meal', 'service', 'ife', 'cabin', 'crew', 'professional', 'attentive', 'throughout', 'lunch', 'service', 'definitely', 'improved', 'although', 'lacto', 'ovo', 'vegetarian', 'main', 'course', 'usual', 'bland', 'overcooked', 'pasta', 'arrival', 'schedule', 'car', 'hire', 'within', 'ten', 'minute', 'landing', 'overall', 'reasonable', 'flight', 'although', 'club', 'europe', 'poor', 'value', 'competitor', 'business', 'class', 'standard']",1,Positive
1370,"['gatwick', 'mauritius', 'disappointing', 'airline', 'service', 'facing', 'seat', 'fun', 'theoretically', 'reality', 'hit', 'mess', 'get', 'people', 'stumbling', 'foot', 'mid', 'flight', 'luck', 'passenger', 'business', 'class', 'old', 'flexible', 'enough', 'jump', 'foot', 'stool', 'wake', 'mid', 'sleep', 'every', 'time', 'need', 'use', 'restroom', 'tv', 'monitor', 'color', 'nightmare', 'trying', 'enjoy', 'movie', 'getting', 'brightness', 'right', 'make', 'color', 'work', 'want', 'monitor', 'blind', 'snooze', 'time', 'good', 'luck', 'watching', 'movie', 'color', 'black', 'red', 'worst', 'thing', 'food', 'salad', 'frozen', 'beef', 'filet', 'dry', 'flavorless', 'salty', 'partner', 'chicken', 'swimming', 'pool', 'oil', 'flavorwise', 'hitting', 'wrong', 'spot', 'believe', 'umami', 'dump', 'ton', 'msg', 'food', 'make', 'taste', 'edible', 'get', 'wrong', 'ended', 'eating', 'bread', 'butter', 'go', 'scrambled', 'egg', 'breakfast', 'bacon', 'extra', 'salty', 'fresh', 'fruit', 'bowl', 'frozen', 'salad', 'overall', 'poor', 'disappointing', 'experience']",-1,Negative
1371,"['dubai', 'london', 'regular', 'ba', 'flyer', 'generally', 'expectation', 'low', 'nowadays', 'almost', 'become', 'tier', '2', 'airline', 'journey', 'started', 'concorde', 'lounge', 'dubai', 'small', 'area', 'little', 'food', 'two', 'hour', 'refreshed', 'onboard', '777', 'begin', 'sense', 'job', 'worth', 'attitude', 'staff', 'seem', 'permanently', 'work', 'rule', 'amazingly', 'menu', 'came', 'contained', 'arabic', 'snack', 'option', 'say', 'allow', 'maximum', 'sleep', 'airline', 'done', 'breakfast', 'undercooked', 'slop', 'inedible', 'incredible', 'spend', '10000', 'usd', 'ticket', 'even', 'get', 'meal', 'airline', 'clearly', 'failing', 'fast', 'wish', 'flown', 'luxury', 'emirate', 'half', 'price', 'disappointing', 'care']",1,Positive
1372,"['london', 'heathrow', 'biarritz', 'nice', 'flight', 'good', 'cabin', 'service', 'informative', 'cockpit', 'crew', 'first', 'time', 'experience', '375', 'ml', 'bottle', 'champagne', 'drink', 'trolley', 'chilled', 'terminal', '5', 'nice', 'place', 'start', 'trip', 'would', 'choose', 'ba', 'next', 'holiday']",1,Positive
1373,"['london', 'gatwick', 'funchal', 'opinion', 'british', 'airway', 'got', 'thing', 'badly', 'wrong', 'race', 'bottom', 'traveller', 'economy', 'ba', 'another', 'budget', 'carrier', 'good', 'one', 'failed', 'understand', 'true', 'market', 'generally', 'people', 'want', 'use', 'cheap', 'budget', 'carrier', 'use', 'like', 'ryanair', 'easyjet', 'ba', 'brand', 'always', 'associated', 'quality', 'full', 'service', 'airline', 'provides', 'sadly', 'choice', 'food', 'sale', 'economy', 'passenger', 'poor', 'expensive', 'frankly', 'must', 'embarrassing', 'cabin', 'crew', 'make', 'announcement', 'saying', 'business', 'class', 'passenger', 'offered', 'hot', 'meal', 'free', 'drink', 'economy', 'must', 'pay', 'assumes', 'enormous', 'range', '2', 'type', 'sandwich', 'offer', 'left', 'flight', 'funchal', 'single', 'trolley', 'entire', 'economy', 'cabin', 'case', 'taking', '2', 'hour', 'make', 'front', 'back', 'service', 'could', 'slower', 'crew', 'trying', 'sell', 'scratch', 'card', 'along', 'overpriced', 'food', 'drink', 'maybe', 'next', 'part', 'ba', 'master', 'plan', 'british', 'airway', 'used', 'national', 'carrier', 'proud', 'day', 'embarrassment', 'full', 'service', 'airline', 'decent', 'budget', 'carrier', 'simply', 'lost', 'somewhere', 'middle', 'fairly', 'regular', 'traveller', 'many', 'year', 'preference', 'would', 'always', 'travel', 'national', 'airline', 'race', 'bottom', 'driving', 'away', 'ba', 'management', 'understand', 'many', 'people', 'would', 'gladly', 'pay', 'little', 'bit', 'free', 'food', 'drink', 'sadly', 'think', 'know', 'answer', 'need', 'bugle', 'playing', 'plane', 'touch', 'sad', 'transition', 'world', 'class', 'carrier', 'poor', 'budget', 'imitator', 'complete']",-1,Negative
1374,"['zakinthos', 'london', 'heathrow', 'poor', 'check', 'zante', 'airport', 'enough', 'desk', 'slightly', 'clueless', 'staff', 'mr', 'deploy', 'laser', 'beam', 'get', 'front', 'row', 'free', 'slightly', 'late', 'departure', 'made', 'wait', 'hot', 'bus', 'boarding', 'good', 'flight', 'much', 'busier', 'club', 'cabin', 'way', 'two', 'staff', 'still', 'attentive', 'beetroot', 'carpaccio', 'goat', 'cheese', 'melt', 'mouth', 'ox', 'cheek', 'poor', 'desert', 'crew', 'really', 'good', 'helping', 'nervous', 'wife', 'female', 'co', 'pilot', 'coming', 'chat', 'left', 'wanting', 'whole', 'flight', 'bug', 'bear', 'flight', 'economy', 'passenger', 'using', 'club', 'toilet', 'kept', 'disrupting', 'cabin', 'service', 'made', 'little', 'one', 'nearly', 'problem', 'extra', 'queue', 'one', 'pay', 'toilet', 'kid', 'dire', 'need', 'ok', 'adult', 'time', 'made', 'almost', 't5', 'quite', 'quick', 'another', 'good', 'experience', 'u', 'ba', 'cheer']",1,Positive
1375,"['flew', 'british', 'airway', 'belfast', 'city', 'london', 'heathrow', 'first', 'time', 'flew', 'belfast', 'great', 'little', 'airport', 'access', 'ba', 'lounge', 'small', 'airport', 'pretty', 'good', 'evening', 'flight', 'decent', 'choice', 'cold', 'sandwich', 'including', 'chicken', 'smoked', 'salmon', 'egg', 'etc', 'bar', 'well', 'stocked', 'including', 'fever', 'tree', 'tonic', 'grey', 'goose', 'vodka', 'champagne', 'available', 'request', 'due', 'flight', 'delay', 'plane', 'depart', 'air', 'bridge', 'gate', '6', 'could', 'access', 'gate', 'using', 'stair', 'lounge', 'managed', 'well', 'given', 'priority', 'boarding', 'general', 'boarding', 'announced', 'main', 'terminal', 'flight', 'probably', '30', 'capacity', 'fa', 'problem', 'serving', 'passenger', 'flight', 'delayed', '30', 'minute', 'made', 'time', 'gate', 'heathrow', '20', 'minute', 'late', 'last', 'minute', 'booking', 'business', 'pretty', 'expensive', '343', 'return', 'gold', 'member', 'got', 'business', 'class', 'benefit']",1,Positive
1376,"['toronto', 'london', 'heathrow', 'pleasantly', 'surprised', 'ba', 'lounge', 'terminal', '3', 'pearson', 'small', 'quiet', 'compared', 'others', 'great', 'window', 'seat', 'overlooking', 'tarmac', 'separate', 'meal', 'service', 'area', 'prior', 'flight', 'allowed', 'focus', 'sleep', 'red', 'eye', 'left', '22', '00', 'meal', 'lounge', 'buffet', 'style', 'really', 'good', 'made', 'order', 'noodle', 'bar', 'drink', 'choice', 'perfectly', 'adequate', 'staff', 'helpful', 'cordial', 'flight', 'left', 'half', 'hour', 'late', 'made', 'time', 'landed', 'early', 'cabin', 'staff', 'extremely', 'friendly', 'helpful', 'seat', 'must', 'talked', 'issue', 'ba', 'club', 'world', 'indeed', 'pack', 'compared', 'business', 'class', 'flight', 'taken', 'said', 'seat', 'fully', 'reclined', 'issue', 'faulty', 'equipment', 'comfortable', 'aside', 'take', 'morning', 'meal', 'service', 'privacy', 'screen', 'never', 'came', 'fellow', 'traveler', 'cost', 'flight', '30', '50', 'le', 'business', 'class', 'option', 'available', 'mind', 'experience', 'good', 'side', 'note', 'connected', 'madrid', 'ba', 'lounge', 'lhr', 'fantastic']",1,Positive
1377,"['london', 'heathrow', 'zakinthos', 'parking', 'meet', 'greet', 'inside', 'lounge', 'via', 'bag', 'drop', 'security', 'three', 'shop', 'took', '50', 'minute', 'boarding', 'time', 'greeted', 'warmly', 'managed', 'grab', 'front', 'row', 'online', 'check', 'take', 'purser', 'looked', 'business', 'cabin', 'brilliantly', 'drink', 'nibble', 'sharpish', 'refreshed', 'without', 'asking', 'meal', 'served', 'quickly', 'carpaccio', 'melon', 'prawn', 'miso', 'cod', 'overcooked', 'wasabi', 'mash', 'veg', 'average', 'dessert', 'cheese', 'cracker', 'wine', 'topped', 'regularly', 'coffee', 'mug', 'flight', 'staff', 'looked', 'nervous', 'flyer', 'wife', 'little', 'four', 'year', 'old', 'great', 'care', 'attention', 'well', 'rest', 'cabin', 'priority', 'offload', 'separate', 'bus', 'terminal', 'fairly', 'quick', 'passport', 'control', 'bag', 'coming', 'onto', 'belt', 'got', 'crew', 'kind', 'chatty', 'u', 'good', 'humor', 'apart', 'delay', 'leaving', 'heathrow', 'fab']",1,Positive
1378,"['london', 'vancouver', 'booked', 'trip', 'price', 'unbeatable', 'outward', 'flight', 'vancouver', 'delayed', 'approx', 'hour', 'seated', 'top', 'deck', 'impressed', 'room', 'window', 'aisle', '3', 'middle', 'seat', 'crew', 'great', 'young', 'son', 'offering', 'extra', 'drink', 'pillow', 'etc', 'food', 'ok', 'kid', 'mac', 'cheese', 'better', 'adult', 'meal', 'entertainment', 'good', 'flight', 'smooth', 'way', 'return', 'flight', 'delay', 'hour', '45', 'min', 'made', 'thanks', 'strong', 'tail', 'wind', 'top', 'deck', 'quiet', 'lovely', 'food', 'ok', 'incident', 'son', 'spilt', 'bottle', 'fanta', 'midflight', 'everyone', 'asleep', 'drenched', 'spare', 'clothes', 'spoke', 'wonderful', 'member', 'crew', 'helpful', 'found', 'first', 'class', 'pjs', 'change', 'gave', 'couple', 'extra', 'goody', 'checked', 'u', 'time', 'commenting', 'good', 'throughout', 'flight', 'really', 'made', 'could', 'stressful', 'situation', 'much', 'easier', 'positive', 'friendly', 'attitude', 'really', 'helped', 'pleasently', 'surprised', 'ba', 'leg', 'journey', 'hesitate', 'book', 'shame', 'game', 'food', 'wise']",1,Positive
1379,"['london', 'sao', 'paulo', 'exceptionally', 'ordinary', 'flight', 'good', 'bad', 'cabin', 'crew', 'disinterested', 'made', 'feel', 'intrusive', 'asked', 'galley', 'glass', 'water', 'dinner', 'breakfast', 'service', 'something', 'never', 'felt', 'felt', 'somewhat', 'snubbed', 'asking', 'help', 'short', 'loading', 'exit', 'row', 'hand', 'luggage', 'ohls', 'fa', 'took', 'heed', 'older', 'woman', 'telling', 'bag', 'two', 'tablet', 'fragile', 'stacked', 'top', 'mine', 'bother', 'ask', 'content', 'bag', 'laptop', 'speaker', 'worked', 'since', 'slept', 'dinner', 'service', 'awake', 'standard', 'disappointment', 'breakfast', 'continental', 'charcuterie', 'option', 'would', 'go', 'treat', 'route', 'imagine', 'choice', 'flaccid', 'english', 'breakfast', 'flaccid', 'omelette', 'first', 'ba', 'economy', 'flight', 'travelling', 'long', 'haul', 'premium', 'economy', 'club', 'cabin', 'see', 'bargain', 'fare', 'still', 'better', 'several', 'competitor', 'felt', 'safe', 'arrived', 'early', 'crew', 'part', 'friendly', 'ask']",1,Positive
1380,"['return', 'flight', 'istanbul', 'club', 'europe', 'staff', 'usual', 'ba', 'quality', 'however', 'flight', 'experience', 'awful', 'club', 'europe', 'section', 'leg', 'space', 'inflight', 'entertainment', 'lounge', 'istanbul', 'probably', 'one', 'worst', 'drink', 'cake', 'pastry', 'nothing', 'else', 'sorry', 'see', 'british', 'airway', 'become', 'budget', 'airline']",-1,Negative
1381,"['flight', 'bangkok', 'london', 'local', 'holiday', 'maker', 'wish', 'taste', 'thailand', 'meal', 'choice', 'first', 'meal', 'service', 'thai', 'green', 'curry', 'veg', 'second', 'thai', 'red', 'curry', 'chicken', 'really', 'one', 'could', 'come', 'two', 'thai', 'dish', 'little', 'bit', 'different', 'meal', 'service', 'begin', 'going', 'chicken', 'satay', 'starter', 'main', 'course', 'salad', 'grilled', 'prawn', 'unfortunately', 'chicken', 'satay', 'dish', 'replaced', 'prawn', 'dish', 'turn', 'every', 'ingredient', 'chicken', 'satay', 'apart', 'chicken', 'obviously', 'prawn', 'said', 'want', 'prawn', 'starter', 'prawn', 'main', 'meal', 'worried', 'prawn', 'salad', 'ok', 'prawn', 'starter', 'garlic', 'herb', 'crusted', 'chicken', 'breast', 'onion', 'sauce', 'mashed', 'potato', 'mushroom', 'spinach', 'tomato', 'well', 'sure', 'potato', 'disgusting', 'point', 'eating', 'chicken', 'breast', 'dry', 'got', 'hint', 'herb', 'garlic', 'chicken', 'honest', 'onion', 'sauce', 'could', 'save', 'even', 'enough', 'mushroom', 'meh', 'tomato', 'spinach', 'fine', 'inedible', 'bread', 'roll', 'win', 'prize', 'either', 'gave', 'refused', 'eat', 'served', 'drinking', 'rose', 'champagne', 'wanted', 'glass', 'chardonnay', 'fa', 'quickly', 'problem', 'press', 'call', 'bell', 'reset', 'anyone', 'come', 'press', 'think', 'better', 'get', 'eating', 'food', 'eventually', 'one', 'arrives', 'notice', 'eating', 'main', 'course', 'tell', 'disgusting', 'ask', 'one', 'answered', 'call', 'button', 'obviously', 'asked', 'want', 'say', 'wine', 'bit', 'late', 'port', 'instead', 'cheese', 'cracker', 'next', 'choice', 'appear', 'fifteen', 'minute', 'time', 'offered', 'vegetable', 'thai', 'green', 'curry', 'replace', 'inedible', 'main', 'going', 'work', 'couple', 'hour', 'later', 'bit', 'peckish', 'go', 'raid', 'club', 'kitchen', 'find', 'quite', 'pleasant', 'snack', 'back', 'seat', 'think', 'need', 'ten', 'minute', 'later', 'one', 'arrived', 'even', 'cabin', 'one', 'galley', 'galley', 'two', 'club', 'world', 'cabin', 'indeed', 'member', 'staff', 'larger', 'cw', 'cabin', 'find', 'one', 'second', 'galley', 'ask', 'call', 'button', 'tested', 'appears', 'working', 'three', 'time', 'tried', 'use', 'ignored', 'bad', 'service', 'second', 'meal', 'service', 'strangely', 'appears', 'choice', 'unlike', 'stated', 'menu', 'ask', 'fa', 'told', 'everyone', 'explanation', 'starter', 'turn', 'smoked', 'salmon', 'wasabi', 'dressing', 'dressing', 'tasteless', 'salmon', 'fine', 'pity', 'choice', 'main', 'going', 'meze', 'smoked', 'salmon', 'major', 'part', 'choose', 'ok', 'main', 'meal', 'give', 'choice', 'smoked', 'salmon', 'red', 'thai', 'curry', 'choice', 'really', 'decide', 'give', 'go', 'restaurant', 'disembark', 'recommended']",1,Positive
1382,"['flew', 'rome', 'london', 'gatwick', 'big', 'disappointment', 'paid', '180', 'fly', 'british', 'airway', 'one', 'way', 'plane', 'delayed', 'two', 'hour', '41', 'minute', 'late', 'arrival', 'another', 'aircraft', 'instead', 'arriving', '21', '30', 'landed', 'almost', 'midnight', 'refreshment', 'offered', 'nothing', 'custom', 'queue', 'massive', 'got', 'home', '3', '00', 'morning', 'decided', 'pay', 'extra', 'ba', 'instead', 'flying', 'ryanair', 'huge', 'mistake', 'even', 'air', 'conditioning', 'plane', 'whilst', 'still', 'ground', 'work', 'ba', 'worth', 'extra', 'money', 'staff', 'speak', 'word', 'italian']",-1,Negative
1383,"['flown', 'first', 'class', 'london', 'cape', 'town', 'club', 'back', 'johannesburg', 'really', 'noticed', 'significant', 'downgrade', 'ba', 'service', 'standard', 'compared', 'premium', 'flight', 'taken', 'previous', 'year', 'seat', 'first', 'crumb', 'arrival', 'club', 'sticky', 'stuff', 'arm', 'rest', 'cleaned', 'return', 'club', 'flight', 'particular', 'purser', 'told', 'u', 'tannoy', 'staffing', 'level', 'low', 'service', 'would', 'slower', '3', 'occasion', 'ask', 'eventually', 'received', 'going', 'galley', 'made', 'clear', 'staff', 'resented', 'interrupting', 'joke', 'conversation', 'food', 'club', 'average', 'first', 'lounge', 't3', 'great', 'sole', 'elemi', 'spa', 'person', 'decided', 'take', 'hour', '1840', '1940', 'leaving', 'scribbled', 'paper', 'sign', 'saying', 'back', 'hour', 'helpful', 'given', 'several', 'long', 'haul', 'flight', 'leaving', '9pm', 'tried', 'book', 'appointment', 'return', 'told', 'busy', 'full', 'whilst', 'checking', 'facebook', 'iphone', 'term', 'hard', 'product', 'club', 'seat', 'compare', 'rival', 'way', 'narrow', 'storage', 'space', 'dire', 'flight', 'mile', 'burn', 'accruing', 'avios', 'ba']",1,Positive
1384,"['london', 'milan', 'read', 'ba', 'cut', 'back', 'service', 'approached', 'flight', 'slight', 'trepidation', 'disappointed', 'though', 'flight', 'smooth', 'left', 'time', 'seating', 'fairly', 'comfortable', 'consider', '80', 'minute', 'flight', 'pre', 'board', 'board', 'announcement', 'efficient', 'informative', 'downside', 'however', 'flight', 'food', 'drink', 'service', 'disarray', 'although', 'ba', 'european', 'route', 'also', 'opted', 'charging', 'virtually', 'everything', 'low', 'cost', 'carrier', 'still', 'expected', 'efficiency', 'tediously', 'slow', 'attendant', 'pacing', 'isle', 'get', 'item', 'trolley', 'glossy', 'menu', 'looked', 'good', 'laborious', 'get', 'food', 'pay', 'family', 'split', 'paying', 'item', 'took', 'longer', 'getting', 'impatient', 'noisy', 'time', 'trolley', 'reached', 'back', 'aircraft', 'descent', 'already', 'begun', 'shame', 'national', 'carrier', 'giving', 'illusion', 'quality', 'airline', 'anything', 'come', 'ba', 'get', 'act', 'together', 'least', 'like', 'quote', 'read', 'like', 'british', 'rail', 'love', 'may', 'late', 'getting']",1,Positive
1385,"['london', 'heathrow', 'bucharest', 'full', 'flight', 'way', 'bucharest', 'using', 'a321', 'boarding', 'london', 'efficient', 'orderly', 'boarding', 'bucharest', 'akin', 'rugby', 'scrum', 'sense', 'control', 'ba', 'went', 'window', 'plane', 'clean', 'interior', 'tired', 'seating', 'rough', 'around', 'edge', 'usb', 'port', 'entertainment', 'make', 'long', '3', 'hour', 'meal', 'service', 'worked', 'well', 'flying', 'london', 'le', 'returning', 'food', 'inventory', 'must', 'limited', 'departure', 'must', 'product', 'quickly', 'sold', 'leaving', 'selection', 'drink', 'crisp', 'also', 'ba', 'cabin', 'crew', 'still', 'learning', 'take', 'payment', 'quickly', 'efficiently', 'slows', 'process']",1,Positive
1386,"['london', 'heathrow', 'bologna', 'given', 'decent', 'score', 'overall', 'flight', 'time', 'got', 'u', 'luggage', 'safely', 'competitive', 'price', 'plane', 'clean', 'modern', 'however', 'like', 'many', 'feel', 'sad', 'service', 'ba', 'downgraded', 'drastically', 'buy', 'board', 'scheme', 'bit', 'chaotic', 'flight', 'trolley', 'reached', 'u', '15mins', 'landing', 'hard', 'say', 'slow', 'airline', 'much', 'efficient', 'crew', 'pleasant', 'limited', 'chance', 'interaction', 'buy', 'board', 'take', 'flight', 'thought', 'quite', 'poor', 'announcement', 'communication', 'made', 'either', 'journey', 'italian', 'honest', 'nothing', 'distinguish', 'flight', 'taken', 'easyjet', 'make', 'decision', 'purely', 'based', 'price', 'rather', 'loyalty', 'particular', 'airline']",1,Positive
